BAG_huisnummer,BAG_huisletter,BAG_huisnummertoevoeging,BAG_postcode,BAG_openbareruimtenaam,BAG_woonplaatsnaam,Energielabel,Energielabels_Bouwjaar,full_address,longitude,latitude,building_polygon_wkt,busy_roads
10,,1,1052BG,Eerste Nassaustraat,Amsterdam,C,1882,"Eerste Nassaustraat 10 1, 1052BG, Amsterdam",4.87975723,52.38313804,"MULTIPOLYGON (((4.8798771 52.3831656,4.8797699 52.3830974,4.8797066 52.3831347,4.8798138 52.3832029,4.8798771 52.3831656)))",0
10,,H,1052BG,Eerste Nassaustraat,Amsterdam,C,1930,"Eerste Nassaustraat 10 H, 1052BG, Amsterdam",4.87975723,52.38313804,"MULTIPOLYGON (((4.8798771 52.3831656,4.8797699 52.3830974,4.8797066 52.3831347,4.8798138 52.3832029,4.8798771 52.3831656)))",0
8,,3,1052BG,Eerste Nassaustraat,Amsterdam,D,1882,"Eerste Nassaustraat 8 3, 1052BG, Amsterdam",4.87981650,52.38309336,"MULTIPOLYGON (((4.8799406 52.3831282,4.8798334 52.38306,4.8797699 52.3830974,4.8798771 52.3831656,4.8799107 52.383187,4.8799361 52.383172,4.8799025 52.3831507,4.8799406 52.3831282)))",1
6,,1,1052BG,Eerste Nassaustraat,Amsterdam,C,1882,"Eerste Nassaustraat 6 1, 1052BG, Amsterdam",4.87989034,52.38305772,"MULTIPOLYGON (((4.8800261 52.3831049,4.880004 52.3830909,4.8798967 52.3830227,4.8798334 52.38306,4.8799406 52.3831282,4.8799799 52.3831051,4.8800135 52.3831265,4.8800376 52.3831123,4.8800261 52.3831049)))",1
6,,H,1052BG,Eerste Nassaustraat,Amsterdam,B,1882,"Eerste Nassaustraat 6 H, 1052BG, Amsterdam",4.87989034,52.38305772,"MULTIPOLYGON (((4.8800261 52.3831049,4.880004 52.3830909,4.8798967 52.3830227,4.8798334 52.38306,4.8799406 52.3831282,4.8799799 52.3831051,4.8800135 52.3831265,4.8800376 52.3831123,4.8800261 52.3831049)))",1
3,,3,1052BD,Eerste Nassaustraat,Amsterdam,E,1900,"Eerste Nassaustraat 3 3, 1052BD, Amsterdam",4.87980428,52.38287760,"MULTIPOLYGON (((4.879779 52.3829063,4.8799157 52.3828253,4.8798494 52.3827861,4.8798109 52.3828088,4.8797895 52.3827952,4.8797727 52.3828051,4.8797474 52.382789,4.8797268 52.3828012,4.879715 52.3827936,4.8796568 52.3828279,4.8796972 52.3828538,4.8797289 52.3828741,4.8797758 52.3829043,4.879779 52.3829063)))",1
3,,2,1052BD,Eerste Nassaustraat,Amsterdam,E,1936,"Eerste Nassaustraat 3 2, 1052BD, Amsterdam",4.87980428,52.38287760,"MULTIPOLYGON (((4.879779 52.3829063,4.8799157 52.3828253,4.8798494 52.3827861,4.8798109 52.3828088,4.8797895 52.3827952,4.8797727 52.3828051,4.8797474 52.382789,4.8797268 52.3828012,4.879715 52.3827936,4.8796568 52.3828279,4.8796972 52.3828538,4.8797289 52.3828741,4.8797758 52.3829043,4.879779 52.3829063)))",1
3,,1,1052BD,Eerste Nassaustraat,Amsterdam,E,1900,"Eerste Nassaustraat 3 1, 1052BD, Amsterdam",4.87986354,52.38283292,"MULTIPOLYGON (((4.879779 52.3829063,4.8799157 52.3828253,4.8798494 52.3827861,4.8798109 52.3828088,4.8797895 52.3827952,4.8797727 52.3828051,4.8797474 52.382789,4.8797268 52.3828012,4.879715 52.3827936,4.8796568 52.3828279,4.8796972 52.3828538,4.8797289 52.3828741,4.8797758 52.3829043,4.879779 52.3829063)))",1
3,,H,1052BD,Eerste Nassaustraat,Amsterdam,C,1920,"Eerste Nassaustraat 3 H, 1052BD, Amsterdam",4.87980428,52.38287760,"MULTIPOLYGON (((4.879779 52.3829063,4.8799157 52.3828253,4.8798494 52.3827861,4.8798109 52.3828088,4.8797895 52.3827952,4.8797727 52.3828051,4.8797474 52.382789,4.8797268 52.3828012,4.879715 52.3827936,4.8796568 52.3828279,4.8796972 52.3828538,4.8797289 52.3828741,4.8797758 52.3829043,4.879779 52.3829063)))",1
1,,4,1052BD,Eerste Nassaustraat,Amsterdam,G,1920,"Eerste Nassaustraat 1 4, 1052BD, Amsterdam",4.87986354,52.38283292,"MULTIPOLYGON (((4.879779 52.3829063,4.8799157 52.3828253,4.8798494 52.3827861,4.8798109 52.3828088,4.8797895 52.3827952,4.8797727 52.3828051,4.8797474 52.382789,4.8797268 52.3828012,4.879715 52.3827936,4.8796568 52.3828279,4.8796972 52.3828538,4.8797289 52.3828741,4.8797758 52.3829043,4.879779 52.3829063)))",1
1,,2,1052BD,Eerste Nassaustraat,Amsterdam,E,1930,"Eerste Nassaustraat 1 2, 1052BD, Amsterdam",4.87986354,52.38283292,"MULTIPOLYGON (((4.879779 52.3829063,4.8799157 52.3828253,4.8798494 52.3827861,4.8798109 52.3828088,4.8797895 52.3827952,4.8797727 52.3828051,4.8797474 52.382789,4.8797268 52.3828012,4.879715 52.3827936,4.8796568 52.3828279,4.8796972 52.3828538,4.8797289 52.3828741,4.8797758 52.3829043,4.879779 52.3829063)))",1
15,,H,1016VL,Eerste Looiersdwarsstraat,Amsterdam,B,1934,"Eerste Looiersdwarsstraat 15 H, 1016VL, Amsterdam",4.88115260,52.36897938,,0
9,E,,1016VL,Eerste Looiersdwarsstraat,Amsterdam,C,1985,"Eerste Looiersdwarsstraat 9 E, 1016VL, Amsterdam",4.88088431,52.36932876,"MULTIPOLYGON (((4.880965 52.3694179,4.881023 52.3693346,4.8809689 52.3693205,4.880992 52.3692874,4.8809177 52.369268,4.8808366 52.3693843,4.880965 52.3694179)))",0
9,D,,1016VL,Eerste Looiersdwarsstraat,Amsterdam,C,1985,"Eerste Looiersdwarsstraat 9 D, 1016VL, Amsterdam",4.88088431,52.36932876,"MULTIPOLYGON (((4.880965 52.3694179,4.881023 52.3693346,4.8809689 52.3693205,4.880992 52.3692874,4.8809177 52.369268,4.8808366 52.3693843,4.880965 52.3694179)))",0
9,B,,1016VL,Eerste Looiersdwarsstraat,Amsterdam,C,1985,"Eerste Looiersdwarsstraat 9 B, 1016VL, Amsterdam",4.88088431,52.36932876,"MULTIPOLYGON (((4.880965 52.3694179,4.881023 52.3693346,4.8809689 52.3693205,4.880992 52.3692874,4.8809177 52.369268,4.8808366 52.3693843,4.880965 52.3694179)))",0
9,A,,1016VL,Eerste Looiersdwarsstraat,Amsterdam,C,1985,"Eerste Looiersdwarsstraat 9 A, 1016VL, Amsterdam",4.88088431,52.36932876,"MULTIPOLYGON (((4.880965 52.3694179,4.881023 52.3693346,4.8809689 52.3693205,4.880992 52.3692874,4.8809177 52.369268,4.8808366 52.3693843,4.880965 52.3694179)))",0
7,B,,1016VL,Eerste Looiersdwarsstraat,Amsterdam,C,1984,"Eerste Looiersdwarsstraat 7 B, 1016VL, Amsterdam",4.88082466,52.36940939,"MULTIPOLYGON (((4.8809314 52.3695585,4.8810074 52.3694684,4.8810122 52.3694627,4.8809482 52.3694419,4.880965 52.3694179,4.8808366 52.3693843,4.8807595 52.3694948,4.8807649 52.3695045,4.8809314 52.3695585)))",0
5,A,,1016VL,Eerste Looiersdwarsstraat,Amsterdam,B,1984,"Eerste Looiersdwarsstraat 5 A, 1016VL, Amsterdam",4.88080956,52.36944528,"MULTIPOLYGON (((4.8809314 52.3695585,4.8810074 52.3694684,4.8810122 52.3694627,4.8809482 52.3694419,4.880965 52.3694179,4.8808366 52.3693843,4.8807595 52.3694948,4.8807649 52.3695045,4.8809314 52.3695585)))",0
3,C,,1016VL,Eerste Looiersdwarsstraat,Amsterdam,C,1985,"Eerste Looiersdwarsstraat 3 C, 1016VL, Amsterdam",4.88086788,52.36948148,"MULTIPOLYGON (((4.8809314 52.3695585,4.8810074 52.3694684,4.8810122 52.3694627,4.8809482 52.3694419,4.880965 52.3694179,4.8808366 52.3693843,4.8807595 52.3694948,4.8807649 52.3695045,4.8809314 52.3695585)))",0
3,B,,1016VL,Eerste Looiersdwarsstraat,Amsterdam,B,1984,"Eerste Looiersdwarsstraat 3 B, 1016VL, Amsterdam",4.88086788,52.36948148,"MULTIPOLYGON (((4.8809314 52.3695585,4.8810074 52.3694684,4.8810122 52.3694627,4.8809482 52.3694419,4.880965 52.3694179,4.8808366 52.3693843,4.8807595 52.3694948,4.8807649 52.3695045,4.8809314 52.3695585)))",0
3,A,,1016VL,Eerste Looiersdwarsstraat,Amsterdam,A,1984,"Eerste Looiersdwarsstraat 3 A, 1016VL, Amsterdam",4.88079457,52.36947218,"MULTIPOLYGON (((4.8809314 52.3695585,4.8810074 52.3694684,4.8810122 52.3694627,4.8809482 52.3694419,4.880965 52.3694179,4.8808366 52.3693843,4.8807595 52.3694948,4.8807649 52.3695045,4.8809314 52.3695585)))",0
1,,,1016VL,Eerste Looiersdwarsstraat,Amsterdam,C,1984,"Eerste Looiersdwarsstraat 1, 1016VL, Amsterdam",4.88080905,52.36949021,"MULTIPOLYGON (((4.8809314 52.3695585,4.8810074 52.3694684,4.8810122 52.3694627,4.8809482 52.3694419,4.880965 52.3694179,4.8808366 52.3693843,4.8807595 52.3694948,4.8807649 52.3695045,4.8809314 52.3695585)))",0
11,,3,1015LE,Eerste Lindendwarsstraat,Amsterdam,G,1900,"Eerste Lindendwarsstraat 11 3, 1015LE, Amsterdam",4.88454012,52.37972514,"MULTIPOLYGON (((4.8846543 52.3797315,4.8846623 52.3797142,4.8846392 52.3797101,4.8845933 52.3797018,4.8845193 52.3796885,4.8844972 52.37974,4.8846232 52.3797627,4.884642 52.3797661,4.8846578 52.3797321,4.8846543 52.3797315)))",0
11,,2,1015LE,Eerste Lindendwarsstraat,Amsterdam,D,1900,"Eerste Lindendwarsstraat 11 2, 1015LE, Amsterdam",4.88454012,52.37972514,"MULTIPOLYGON (((4.8846543 52.3797315,4.8846623 52.3797142,4.8846392 52.3797101,4.8845933 52.3797018,4.8845193 52.3796885,4.8844972 52.37974,4.8846232 52.3797627,4.884642 52.3797661,4.8846578 52.3797321,4.8846543 52.3797315)))",0
11,,1,1015LE,Eerste Lindendwarsstraat,Amsterdam,D,1900,"Eerste Lindendwarsstraat 11 1, 1015LE, Amsterdam",4.88454012,52.37972514,"MULTIPOLYGON (((4.8846543 52.3797315,4.8846623 52.3797142,4.8846392 52.3797101,4.8845933 52.3797018,4.8845193 52.3796885,4.8844972 52.37974,4.8846232 52.3797627,4.884642 52.3797661,4.8846578 52.3797321,4.8846543 52.3797315)))",0
9,B,,1015LE,Eerste Lindendwarsstraat,Amsterdam,A+,1907,"Eerste Lindendwarsstraat 9 B, 1015LE, Amsterdam",4.88451034,52.37976096,"MULTIPOLYGON (((4.8846507 52.3797874,4.8846145 52.3797809,4.8846232 52.3797627,4.8844972 52.37974,4.8844785 52.3797893,4.8846092 52.3798128,4.8846634 52.3798225,4.8847165 52.3798321,4.884731 52.3798019,4.8846779 52.3797923,4.8846814 52.3797851,4.8846542 52.3797802,4.8846507 52.3797874)))",0
4,,2,1015LG,Eerste Lindendwarsstraat,Amsterdam,D,1936,"Eerste Lindendwarsstraat 4 2, 1015LG, Amsterdam",4.88428852,52.37989484,"MULTIPOLYGON (((4.8843249 52.3799102,4.8843421 52.3798707,4.8841996 52.379843,4.8841753 52.3798382,4.8841655 52.3798606,4.8842074 52.3798674,4.8841925 52.3799017,4.8842351 52.3799086,4.88424 52.379897,4.8843249 52.3799102)))",0
4,,1,1015LG,Eerste Lindendwarsstraat,Amsterdam,A,1936,"Eerste Lindendwarsstraat 4 1, 1015LG, Amsterdam",4.88428852,52.37989484,"MULTIPOLYGON (((4.8843249 52.3799102,4.8843421 52.3798707,4.8841996 52.379843,4.8841753 52.3798382,4.8841655 52.3798606,4.8842074 52.3798674,4.8841925 52.3799017,4.8842351 52.3799086,4.88424 52.379897,4.8843249 52.3799102)))",0
4,,H,1015LG,Eerste Lindendwarsstraat,Amsterdam,E,1936,"Eerste Lindendwarsstraat 4 H, 1015LG, Amsterdam",4.88428852,52.37989484,"MULTIPOLYGON (((4.8843249 52.3799102,4.8843421 52.3798707,4.8841996 52.379843,4.8841753 52.3798382,4.8841655 52.3798606,4.8842074 52.3798674,4.8841925 52.3799017,4.8842351 52.3799086,4.88424 52.379897,4.8843249 52.3799102)))",0
1,,1,1015LE,Eerste Lindendwarsstraat,Amsterdam,C,1881,"Eerste Lindendwarsstraat 1 1, 1015LE, Amsterdam",4.88446404,52.37995850,"MULTIPOLYGON (((4.8844785 52.3799854,4.8845016 52.3799373,4.8844241 52.3799233,4.884402 52.3799717,4.8844785 52.3799854)))",0
1,,H,1015LE,Eerste Lindendwarsstraat,Amsterdam,A+,1881,"Eerste Lindendwarsstraat 1 H, 1015LE, Amsterdam",4.88446404,52.37995850,"MULTIPOLYGON (((4.8844785 52.3799854,4.8845016 52.3799373,4.8844241 52.3799233,4.884402 52.3799717,4.8844785 52.3799854)))",0
19,,1,1015SZ,Eerste Leliedwarsstraat,Amsterdam,F,1005,"Eerste Leliedwarsstraat 19 1, 1015SZ, Amsterdam",4.88292832,52.37552103,,0
19,,O,1015SZ,Eerste Leliedwarsstraat,Amsterdam,D,1905,"Eerste Leliedwarsstraat 19 O, 1015SZ, Amsterdam",4.88292832,52.37552103,,0
19,,H,1015SZ,Eerste Leliedwarsstraat,Amsterdam,E,1905,"Eerste Leliedwarsstraat 19 H, 1015SZ, Amsterdam",4.88292832,52.37552103,,0
15,,1,1015SZ,Eerste Leliedwarsstraat,Amsterdam,D,1644,"Eerste Leliedwarsstraat 15 1, 1015SZ, Amsterdam",4.88286856,52.37561065,"MULTIPOLYGON (((4.8829092 52.3756287,4.882928 52.3755983,4.8828511 52.3755805,4.8828501 52.3755805,4.8828307 52.3756105,4.8829092 52.3756287)))",0
15,,O,1015SZ,Eerste Leliedwarsstraat,Amsterdam,F,1644,"Eerste Leliedwarsstraat 15 O, 1015SZ, Amsterdam",4.88286856,52.37561065,"MULTIPOLYGON (((4.8829092 52.3756287,4.882928 52.3755983,4.8828511 52.3755805,4.8828501 52.3755805,4.8828307 52.3756105,4.8829092 52.3756287)))",0
14,,1,1015TA,Eerste Leliedwarsstraat,Amsterdam,D,1876,"Eerste Leliedwarsstraat 14 1, 1015TA, Amsterdam",4.88272222,52.37556509,,0
9,B,,1015SZ,Eerste Leliedwarsstraat,Amsterdam,B,1981,"Eerste Leliedwarsstraat 9 B, 1015SZ, Amsterdam",4.88271813,52.37592458,"MULTIPOLYGON (((4.8827406 52.3759242,4.8827815 52.3758569,4.8827819 52.3758562,4.882778 52.3758553,4.8826987 52.3758373,4.8826345 52.3759435,4.882768 52.3759703,4.8827889 52.3759348,4.8827406 52.3759242)))",0
9,A,,1015SZ,Eerste Leliedwarsstraat,Amsterdam,C,1981,"Eerste Leliedwarsstraat 9 A, 1015SZ, Amsterdam",4.88268856,52.37594243,"MULTIPOLYGON (((4.8827406 52.3759242,4.8827815 52.3758569,4.8827819 52.3758562,4.882778 52.3758553,4.8826987 52.3758373,4.8826345 52.3759435,4.882768 52.3759703,4.8827889 52.3759348,4.8827406 52.3759242)))",0
6,,2,1015TA,Eerste Leliedwarsstraat,Amsterdam,D,1932,"Eerste Leliedwarsstraat 6 2, 1015TA, Amsterdam",4.88252754,52.37589680,,0
6,,1,1015TA,Eerste Leliedwarsstraat,Amsterdam,B,1932,"Eerste Leliedwarsstraat 6 1, 1015TA, Amsterdam",4.88252754,52.37589680,,0
3,,,1015SZ,Eerste Leliedwarsstraat,Amsterdam,G,1900,"Eerste Leliedwarsstraat 3, 1015SZ, Amsterdam",4.88261401,52.37604098,"MULTIPOLYGON (((4.8827025 52.3760812,4.8827224 52.3760475,4.8825903 52.376021,4.8825691 52.3760556,4.8827019 52.3760823,4.8827025 52.3760812)))",0
22,,,1018RC,Eerste Leeghwaterstraat,Amsterdam,B,1987,"Eerste Leeghwaterstraat 22, 1018RC, Amsterdam",4.92939216,52.36989475,"MULTIPOLYGON (((4.9293767 52.3699307,4.9296276 52.3697778,4.9295609 52.3697368,4.9294658 52.3697948,4.9294063 52.3698311,4.92931 52.3698897,4.9293767 52.3699307)))",1
18,,,1018RC,Eerste Leeghwaterstraat,Amsterdam,A,1987,"Eerste Leeghwaterstraat 18, 1018RC, Amsterdam",4.92939216,52.36989475,"MULTIPOLYGON (((4.9293767 52.3699307,4.9296276 52.3697778,4.9295609 52.3697368,4.9294658 52.3697948,4.9294063 52.3698311,4.92931 52.3698897,4.9293767 52.3699307)))",1
5,,3,1018RB,Eerste Leeghwaterstraat,Amsterdam,C,1905,"Eerste Leeghwaterstraat 5 3, 1018RB, Amsterdam",4.92992195,52.36977996,"MULTIPOLYGON (((4.9300173 52.3697895,4.929933 52.3697377,4.9298699 52.3697761,4.929953 52.3698272,4.9300173 52.3697895)))",0
5,,2,1018RB,Eerste Leeghwaterstraat,Amsterdam,C,1905,"Eerste Leeghwaterstraat 5 2, 1018RB, Amsterdam",4.92992195,52.36977996,"MULTIPOLYGON (((4.9300173 52.3697895,4.929933 52.3697377,4.9298699 52.3697761,4.929953 52.3698272,4.9300173 52.3697895)))",0
5,,1,1018RB,Eerste Leeghwaterstraat,Amsterdam,C,1905,"Eerste Leeghwaterstraat 5 1, 1018RB, Amsterdam",4.92992195,52.36977996,"MULTIPOLYGON (((4.9300173 52.3697895,4.929933 52.3697377,4.9298699 52.3697761,4.929953 52.3698272,4.9300173 52.3697895)))",0
37,,,1016PW,Eerste Laurierdwarsstraat,Amsterdam,G,1933,"Eerste Laurierdwarsstraat 37, 1016PW, Amsterdam",4.88137115,52.37170360,"MULTIPOLYGON (((4.8814015 52.3717732,4.8814491 52.3717116,4.8814041 52.3716991,4.8813565 52.3716859,4.8813112 52.3717493,4.8814015 52.3717732)))",0
35,,3,1016PW,Eerste Laurierdwarsstraat,Amsterdam,B,1933,"Eerste Laurierdwarsstraat 35 3, 1016PW, Amsterdam",4.88135605,52.37173948,"MULTIPOLYGON (((4.8814015 52.3717732,4.8814491 52.3717116,4.8814041 52.3716991,4.8813565 52.3716859,4.8813112 52.3717493,4.8814015 52.3717732)))",0
35,,2,1016PW,Eerste Laurierdwarsstraat,Amsterdam,G,1933,"Eerste Laurierdwarsstraat 35 2, 1016PW, Amsterdam",4.88135605,52.37173948,"MULTIPOLYGON (((4.8814015 52.3717732,4.8814491 52.3717116,4.8814041 52.3716991,4.8813565 52.3716859,4.8813112 52.3717493,4.8814015 52.3717732)))",0
35,,1,1016PW,Eerste Laurierdwarsstraat,Amsterdam,G,1933,"Eerste Laurierdwarsstraat 35 1, 1016PW, Amsterdam",4.88135605,52.37173948,"MULTIPOLYGON (((4.8814015 52.3717732,4.8814491 52.3717116,4.8814041 52.3716991,4.8813565 52.3716859,4.8813112 52.3717493,4.8814015 52.3717732)))",0
28,,2,1016PZ,Eerste Laurierdwarsstraat,Amsterdam,G,1934,"Eerste Laurierdwarsstraat 28 2, 1016PZ, Amsterdam",4.88103097,52.37191785,"MULTIPOLYGON (((4.8810371 52.371987,4.8810878 52.3719166,4.8809586 52.3718834,4.8809412 52.3719087,4.8809018 52.3718986,4.8809135 52.3718815,4.8808749 52.3718729,4.8808092 52.3719752,4.8808787 52.3719931,4.8808841 52.3719852,4.8808939 52.371971,4.8808584 52.3719619,4.8808822 52.3719271,4.8809216 52.3719373,4.8809099 52.3719543,4.8809368 52.3719612,4.8810371 52.371987)))",0
28,,1,1016PZ,Eerste Laurierdwarsstraat,Amsterdam,D,1934,"Eerste Laurierdwarsstraat 28 1, 1016PZ, Amsterdam",4.88103097,52.37191785,"MULTIPOLYGON (((4.8810371 52.371987,4.8810878 52.3719166,4.8809586 52.3718834,4.8809412 52.3719087,4.8809018 52.3718986,4.8809135 52.3718815,4.8808749 52.3718729,4.8808092 52.3719752,4.8808787 52.3719931,4.8808841 52.3719852,4.8808939 52.371971,4.8808584 52.3719619,4.8808822 52.3719271,4.8809216 52.3719373,4.8809099 52.3719543,4.8809368 52.3719612,4.8810371 52.371987)))",0
28,,H,1016PZ,Eerste Laurierdwarsstraat,Amsterdam,D,1934,"Eerste Laurierdwarsstraat 28 H, 1016PZ, Amsterdam",4.88103097,52.37191785,"MULTIPOLYGON (((4.8810371 52.371987,4.8810878 52.3719166,4.8809586 52.3718834,4.8809412 52.3719087,4.8809018 52.3718986,4.8809135 52.3718815,4.8808749 52.3718729,4.8808092 52.3719752,4.8808787 52.3719931,4.8808841 52.3719852,4.8808939 52.371971,4.8808584 52.3719619,4.8808822 52.3719271,4.8809216 52.3719373,4.8809099 52.3719543,4.8809368 52.3719612,4.8810371 52.371987)))",0
27,,2,1016PW,Eerste Laurierdwarsstraat,Amsterdam,G,1934,"Eerste Laurierdwarsstraat 27 2, 1016PW, Amsterdam",4.88126642,52.37187391,,0
26,,2,1016PZ,Eerste Laurierdwarsstraat,Amsterdam,D,1934,"Eerste Laurierdwarsstraat 26 2, 1016PZ, Amsterdam",4.88101587,52.37195373,"MULTIPOLYGON (((4.8810371 52.371987,4.8810878 52.3719166,4.8809586 52.3718834,4.8809412 52.3719087,4.8809018 52.3718986,4.8809135 52.3718815,4.8808749 52.3718729,4.8808092 52.3719752,4.8808787 52.3719931,4.8808841 52.3719852,4.8808939 52.371971,4.8808584 52.3719619,4.8808822 52.3719271,4.8809216 52.3719373,4.8809099 52.3719543,4.8809368 52.3719612,4.8810371 52.371987)))",0
26,,1,1016PZ,Eerste Laurierdwarsstraat,Amsterdam,G,1934,"Eerste Laurierdwarsstraat 26 1, 1016PZ, Amsterdam",4.88101587,52.37195373,"MULTIPOLYGON (((4.8810371 52.371987,4.8810878 52.3719166,4.8809586 52.3718834,4.8809412 52.3719087,4.8809018 52.3718986,4.8809135 52.3718815,4.8808749 52.3718729,4.8808092 52.3719752,4.8808787 52.3719931,4.8808841 52.3719852,4.8808939 52.371971,4.8808584 52.3719619,4.8808822 52.3719271,4.8809216 52.3719373,4.8809099 52.3719543,4.8809368 52.3719612,4.8810371 52.371987)))",0
26,,H,1016PZ,Eerste Laurierdwarsstraat,Amsterdam,G,1934,"Eerste Laurierdwarsstraat 26 H, 1016PZ, Amsterdam",4.88101587,52.37195373,"MULTIPOLYGON (((4.8810371 52.371987,4.8810878 52.3719166,4.8809586 52.3718834,4.8809412 52.3719087,4.8809018 52.3718986,4.8809135 52.3718815,4.8808749 52.3718729,4.8808092 52.3719752,4.8808787 52.3719931,4.8808841 52.3719852,4.8808939 52.371971,4.8808584 52.3719619,4.8808822 52.3719271,4.8809216 52.3719373,4.8809099 52.3719543,4.8809368 52.3719612,4.8810371 52.371987)))",0
25,,2,1016PW,Eerste Laurierdwarsstraat,Amsterdam,G,1934,"Eerste Laurierdwarsstraat 25 2, 1016PW, Amsterdam",4.88123654,52.37191873,,0
25,,H,1016PW,Eerste Laurierdwarsstraat,Amsterdam,G,1934,"Eerste Laurierdwarsstraat 25 H, 1016PW, Amsterdam",4.88123567,52.37191855,,0
21,,2,1016PW,Eerste Laurierdwarsstraat,Amsterdam,D,1933,"Eerste Laurierdwarsstraat 21 2, 1016PW, Amsterdam",4.88117678,52.37200835,,0
21,,1,1016PW,Eerste Laurierdwarsstraat,Amsterdam,A,1933,"Eerste Laurierdwarsstraat 21 1, 1016PW, Amsterdam",4.88117678,52.37200835,,0
18,B,,1016PZ,Eerste Laurierdwarsstraat,Amsterdam,C,1935,"Eerste Laurierdwarsstraat 18 B, 1016PZ, Amsterdam",4.88095550,52.37209728,,0
7,,,1016PV,Eerste Laurierdwarsstraat,Amsterdam,C,1930,"Eerste Laurierdwarsstraat 7, 1016PV, Amsterdam",4.88080394,52.37251007,"MULTIPOLYGON (((4.8809086 52.3725463,4.8809208 52.3725284,4.8807926 52.3724956,4.8807667 52.3725314,4.8809428 52.3725765,4.8809553 52.3725582,4.8809086 52.3725463)))",0
3,,2,1016PV,Eerste Laurierdwarsstraat,Amsterdam,A,1935,"Eerste Laurierdwarsstraat 3 2, 1016PV, Amsterdam",4.88075897,52.37259076,,0
3,,1,1016PV,Eerste Laurierdwarsstraat,Amsterdam,A,1935,"Eerste Laurierdwarsstraat 3 1, 1016PV, Amsterdam",4.88075897,52.37259076,,0
3,,H,1016PV,Eerste Laurierdwarsstraat,Amsterdam,C,1935,"Eerste Laurierdwarsstraat 3 H, 1016PV, Amsterdam",4.88075897,52.37259076,,0
21,,3,1052EN,Eerste Kostverlorenkade,Amsterdam,C,1923,"Eerste Kostverlorenkade 21 3, 1052EN, Amsterdam",4.87293825,52.37839907,"MULTIPOLYGON (((4.8730563 52.3784179,4.8730368 52.3783893,4.8730001 52.3783807,4.8729991 52.3783824,4.8728824 52.3783552,4.8728746 52.3783677,4.8729404 52.3784449,4.8730654 52.3784174,4.8730645 52.3784158,4.8730563 52.3784179)))",0
21,,2,1052EN,Eerste Kostverlorenkade,Amsterdam,C,1923,"Eerste Kostverlorenkade 21 2, 1052EN, Amsterdam",4.87293825,52.37839907,"MULTIPOLYGON (((4.8730563 52.3784179,4.8730368 52.3783893,4.8730001 52.3783807,4.8729991 52.3783824,4.8728824 52.3783552,4.8728746 52.3783677,4.8729404 52.3784449,4.8730654 52.3784174,4.8730645 52.3784158,4.8730563 52.3784179)))",0
21,,1,1052EN,Eerste Kostverlorenkade,Amsterdam,C,1923,"Eerste Kostverlorenkade 21 1, 1052EN, Amsterdam",4.87293825,52.37839907,"MULTIPOLYGON (((4.8730563 52.3784179,4.8730368 52.3783893,4.8730001 52.3783807,4.8729991 52.3783824,4.8728824 52.3783552,4.8728746 52.3783677,4.8729404 52.3784449,4.8730654 52.3784174,4.8730645 52.3784158,4.8730563 52.3784179)))",0
21,,H,1052EN,Eerste Kostverlorenkade,Amsterdam,D,1930,"Eerste Kostverlorenkade 21 H, 1052EN, Amsterdam",4.87293825,52.37839907,"MULTIPOLYGON (((4.8730563 52.3784179,4.8730368 52.3783893,4.8730001 52.3783807,4.8729991 52.3783824,4.8728824 52.3783552,4.8728746 52.3783677,4.8729404 52.3784449,4.8730654 52.3784174,4.8730645 52.3784158,4.8730563 52.3784179)))",0
20,,3,1052EN,Eerste Kostverlorenkade,Amsterdam,D,1923,"Eerste Kostverlorenkade 20 3, 1052EN, Amsterdam",4.87298178,52.37844420,"MULTIPOLYGON (((4.8729802 52.3784915,4.8731488 52.3784513,4.8731352 52.3784314,4.8731056 52.3784389,4.8731017 52.3784448,4.8730868 52.3784486,4.8730654 52.3784174,4.8729404 52.3784449,4.8729802 52.3784915)))",0
20,,2,1052EN,Eerste Kostverlorenkade,Amsterdam,C,1923,"Eerste Kostverlorenkade 20 2, 1052EN, Amsterdam",4.87298178,52.37844420,"MULTIPOLYGON (((4.8729802 52.3784915,4.8731488 52.3784513,4.8731352 52.3784314,4.8731056 52.3784389,4.8731017 52.3784448,4.8730868 52.3784486,4.8730654 52.3784174,4.8729404 52.3784449,4.8729802 52.3784915)))",0
20,,1,1052EN,Eerste Kostverlorenkade,Amsterdam,C,1923,"Eerste Kostverlorenkade 20 1, 1052EN, Amsterdam",4.87298178,52.37844420,"MULTIPOLYGON (((4.8729802 52.3784915,4.8731488 52.3784513,4.8731352 52.3784314,4.8731056 52.3784389,4.8731017 52.3784448,4.8730868 52.3784486,4.8730654 52.3784174,4.8729404 52.3784449,4.8729802 52.3784915)))",0
20,,H,1052EN,Eerste Kostverlorenkade,Amsterdam,G,1923,"Eerste Kostverlorenkade 20 H, 1052EN, Amsterdam",4.87298178,52.37844420,"MULTIPOLYGON (((4.8729802 52.3784915,4.8731488 52.3784513,4.8731352 52.3784314,4.8731056 52.3784389,4.8731017 52.3784448,4.8730868 52.3784486,4.8730654 52.3784174,4.8729404 52.3784449,4.8729802 52.3784915)))",0
