BAG_huisnummer,BAG_huisletter,BAG_huisnummertoevoeging,BAG_postcode,BAG_openbareruimtenaam,BAG_woonplaatsnaam,Energielabel,Energielabels_Bouwjaar,full_address,longitude,latitude,building_polygon_wkt,busy_roads
154,,1,1012DV,Oudezijds Achterburgwal,Amsterdam,C,1748,"Oudezijds Achterburgwal 154 1, 1012DV, Amsterdam",4.89679005,52.37165162,"MULTIPOLYGON (((4.8968702 52.3716553,4.8968372 52.3716254,4.8968389 52.3716247,4.8968348 52.371621,4.8968331 52.3716217,4.8968091 52.3716,4.8968108 52.3715993,4.8968076 52.3715963,4.8968051 52.3715973,4.8967812 52.3715939,4.8967797 52.3715923,4.8966749 52.3716298,4.8966761 52.3716311,4.896749 52.3717006,4.8968748 52.371659,4.8968762 52.3716585,4.8968719 52.3716546,4.8968702 52.3716553)))",0
154,,2,1012DV,Oudezijds Achterburgwal,Amsterdam,D,1748,"Oudezijds Achterburgwal 154 2, 1012DV, Amsterdam",4.89679005,52.37165162,"MULTIPOLYGON (((4.8968702 52.3716553,4.8968372 52.3716254,4.8968389 52.3716247,4.8968348 52.371621,4.8968331 52.3716217,4.8968091 52.3716,4.8968108 52.3715993,4.8968076 52.3715963,4.8968051 52.3715973,4.8967812 52.3715939,4.8967797 52.3715923,4.8966749 52.3716298,4.8966761 52.3716311,4.896749 52.3717006,4.8968748 52.371659,4.8968762 52.3716585,4.8968719 52.3716546,4.8968702 52.3716553)))",0
183,,H,1012EW,Oudezijds Voorburgwal,Amsterdam,B,1700,"Oudezijds Voorburgwal 183 H, 1012EW, Amsterdam",4.89598256,52.37163929,"MULTIPOLYGON (((4.8961292 52.3715978,4.8960985 52.3715657,4.8960805 52.3715722,4.8959129 52.3716328,4.8959775 52.3716852,4.8961234 52.371633,4.896182 52.3716118,4.8962422 52.3715901,4.896328 52.3715592,4.8963177 52.3715484,4.8962952 52.3715249,4.8962737 52.3715027,4.8961857 52.3715343,4.8961763 52.3715377,4.8962071 52.3715698,4.8961292 52.3715978)))",0
183,,3,1012EW,Oudezijds Voorburgwal,Amsterdam,B,1700,"Oudezijds Voorburgwal 183 3, 1012EW, Amsterdam",4.89598256,52.37163929,"MULTIPOLYGON (((4.8961292 52.3715978,4.8960985 52.3715657,4.8960805 52.3715722,4.8959129 52.3716328,4.8959775 52.3716852,4.8961234 52.371633,4.896182 52.3716118,4.8962422 52.3715901,4.896328 52.3715592,4.8963177 52.3715484,4.8962952 52.3715249,4.8962737 52.3715027,4.8961857 52.3715343,4.8961763 52.3715377,4.8962071 52.3715698,4.8961292 52.3715978)))",0
4,,H,1012ED,Oude Doelenstraat,Amsterdam,B,1905,"Oude Doelenstraat 4 H, 1012ED, Amsterdam",4.89624686,52.37164038,,0
6,,H,1012ED,Oude Doelenstraat,Amsterdam,A+,1701,"Oude Doelenstraat 6 H, 1012ED, Amsterdam",4.89630580,52.37162265,,0
6,,1,1012ED,Oude Doelenstraat,Amsterdam,C,1701,"Oude Doelenstraat 6 1, 1012ED, Amsterdam",4.89630580,52.37162265,,0
10,,,1012ED,Oude Doelenstraat,Amsterdam,F,1930,"Oude Doelenstraat 10, 1012ED, Amsterdam",4.89639429,52.37158707,,0
12,,H,1012ED,Oude Doelenstraat,Amsterdam,C,1905,"Oude Doelenstraat 12 H, 1012ED, Amsterdam",4.89643884,52.37154231,,0
12,,1,1012ED,Oude Doelenstraat,Amsterdam,D,1717,"Oude Doelenstraat 12 1, 1012ED, Amsterdam",4.89643884,52.37154231,,0
12,,2,1012ED,Oude Doelenstraat,Amsterdam,F,1771,"Oude Doelenstraat 12 2, 1012ED, Amsterdam",4.89643884,52.37154231,,0
12,,3,1012ED,Oude Doelenstraat,Amsterdam,F,1717,"Oude Doelenstraat 12 3, 1012ED, Amsterdam",4.89643884,52.37154231,,0
14,,,1012ED,Oude Doelenstraat,Amsterdam,A,1735,"Oude Doelenstraat 14, 1012ED, Amsterdam",4.89649757,52.37154256,,0
18,,,1012ED,Oude Doelenstraat,Amsterdam,E,1708,"Oude Doelenstraat 18, 1012ED, Amsterdam",4.89658597,52.37151596,,0
8,,,1012ED,Oude Doelenstraat,Amsterdam,D,1701,"Oude Doelenstraat 8, 1012ED, Amsterdam",4.89635004,52.37160486,,0
154,,3,1012DV,Oudezijds Achterburgwal,Amsterdam,B,1748,"Oudezijds Achterburgwal 154 3, 1012DV, Amsterdam",4.89679005,52.37165162,"MULTIPOLYGON (((4.8968702 52.3716553,4.8968372 52.3716254,4.8968389 52.3716247,4.8968348 52.371621,4.8968331 52.3716217,4.8968091 52.3716,4.8968108 52.3715993,4.8968076 52.3715963,4.8968051 52.3715973,4.8967812 52.3715939,4.8967797 52.3715923,4.8966749 52.3716298,4.8966761 52.3716311,4.896749 52.3717006,4.8968748 52.371659,4.8968762 52.3716585,4.8968719 52.3716546,4.8968702 52.3716553)))",0
6,,,1012ED,Oude Doelenstraat,Amsterdam,C,1701,"Oude Doelenstraat 6, 1012ED, Amsterdam",4.89630580,52.37162265,,0
158,A,,1012DW,Oudezijds Achterburgwal,Amsterdam,D,1900,"Oudezijds Achterburgwal 158 A, 1012DW, Amsterdam",4.89655800,52.37139002,"MULTIPOLYGON (((4.896597 52.371404,4.8965187 52.3713348,4.8962549 52.3714099,4.896282 52.3714331,4.8962987 52.3714467,4.8963596 52.3714288,4.8963974 52.3714636,4.8964402 52.3714509,4.8965174 52.3714282,4.8965976 52.3714045,4.896597 52.371404)))",0
158,C,,1012DW,Oudezijds Achterburgwal,Amsterdam,D,1900,"Oudezijds Achterburgwal 158 C, 1012DW, Amsterdam",4.89654322,52.37139894,"MULTIPOLYGON (((4.896597 52.371404,4.8965187 52.3713348,4.8962549 52.3714099,4.896282 52.3714331,4.8962987 52.3714467,4.8963596 52.3714288,4.8963974 52.3714636,4.8964402 52.3714509,4.8965174 52.3714282,4.8965976 52.3714045,4.896597 52.371404)))",0
158,E,,1012DW,Oudezijds Achterburgwal,Amsterdam,B,1900,"Oudezijds Achterburgwal 158 E, 1012DW, Amsterdam",4.89652853,52.37139888,"MULTIPOLYGON (((4.896597 52.371404,4.8965187 52.3713348,4.8962549 52.3714099,4.896282 52.3714331,4.8962987 52.3714467,4.8963596 52.3714288,4.8963974 52.3714636,4.8964402 52.3714509,4.8965174 52.3714282,4.8965976 52.3714045,4.896597 52.371404)))",0
158,F,,1012DW,Oudezijds Achterburgwal,Amsterdam,B,1900,"Oudezijds Achterburgwal 158 F, 1012DW, Amsterdam",4.89651375,52.37140781,"MULTIPOLYGON (((4.896597 52.371404,4.8965187 52.3713348,4.8962549 52.3714099,4.896282 52.3714331,4.8962987 52.3714467,4.8963596 52.3714288,4.8963974 52.3714636,4.8964402 52.3714509,4.8965174 52.3714282,4.8965976 52.3714045,4.896597 52.371404)))",0
158,G,,1012DW,Oudezijds Achterburgwal,Amsterdam,B,1900,"Oudezijds Achterburgwal 158 G, 1012DW, Amsterdam",4.89649907,52.37140775,"MULTIPOLYGON (((4.896597 52.371404,4.8965187 52.3713348,4.8962549 52.3714099,4.896282 52.3714331,4.8962987 52.3714467,4.8963596 52.3714288,4.8963974 52.3714636,4.8964402 52.3714509,4.8965174 52.3714282,4.8965976 52.3714045,4.896597 52.371404)))",0
158,B,,1012DW,Oudezijds Achterburgwal,Amsterdam,D,1900,"Oudezijds Achterburgwal 158 B, 1012DW, Amsterdam",4.89655800,52.37139002,"MULTIPOLYGON (((4.896597 52.371404,4.8965187 52.3713348,4.8962549 52.3714099,4.896282 52.3714331,4.8962987 52.3714467,4.8963596 52.3714288,4.8963974 52.3714636,4.8964402 52.3714509,4.8965174 52.3714282,4.8965976 52.3714045,4.896597 52.371404)))",0
158,D,,1012DW,Oudezijds Achterburgwal,Amsterdam,D,1900,"Oudezijds Achterburgwal 158 D, 1012DW, Amsterdam",4.89652853,52.37139888,"MULTIPOLYGON (((4.896597 52.371404,4.8965187 52.3713348,4.8962549 52.3714099,4.896282 52.3714331,4.8962987 52.3714467,4.8963596 52.3714288,4.8963974 52.3714636,4.8964402 52.3714509,4.8965174 52.3714282,4.8965976 52.3714045,4.896597 52.371404)))",0
4,,1,1012ED,Oude Doelenstraat,Amsterdam,C,1900,"Oude Doelenstraat 4 1, 1012ED, Amsterdam",4.89624686,52.37164038,,0
4,,2,1012ED,Oude Doelenstraat,Amsterdam,C,1900,"Oude Doelenstraat 4 2, 1012ED, Amsterdam",4.89624686,52.37164038,,0
4,,3,1012ED,Oude Doelenstraat,Amsterdam,C,1905,"Oude Doelenstraat 4 3, 1012ED, Amsterdam",4.89624686,52.37164038,,0
164,A,,1012DW,Oudezijds Achterburgwal,Amsterdam,C,1650,"Oudezijds Achterburgwal 164 A, 1012DW, Amsterdam",4.89641236,52.37128156,,0
12,,4,1012ED,Oude Doelenstraat,Amsterdam,G,1717,"Oude Doelenstraat 12 4, 1012ED, Amsterdam",4.89643884,52.37154231,,0
183,,1V,1012EW,Oudezijds Voorburgwal,Amsterdam,A,1700,"Oudezijds Voorburgwal 183 1V, 1012EW, Amsterdam",4.89598256,52.37163929,"MULTIPOLYGON (((4.8961292 52.3715978,4.8960985 52.3715657,4.8960805 52.3715722,4.8959129 52.3716328,4.8959775 52.3716852,4.8961234 52.371633,4.896182 52.3716118,4.8962422 52.3715901,4.896328 52.3715592,4.8963177 52.3715484,4.8962952 52.3715249,4.8962737 52.3715027,4.8961857 52.3715343,4.8961763 52.3715377,4.8962071 52.3715698,4.8961292 52.3715978)))",0
183,,1A,1012EW,Oudezijds Voorburgwal,Amsterdam,A,1700,"Oudezijds Voorburgwal 183 1A, 1012EW, Amsterdam",4.89598256,52.37163929,"MULTIPOLYGON (((4.8961292 52.3715978,4.8960985 52.3715657,4.8960805 52.3715722,4.8959129 52.3716328,4.8959775 52.3716852,4.8961234 52.371633,4.896182 52.3716118,4.8962422 52.3715901,4.896328 52.3715592,4.8963177 52.3715484,4.8962952 52.3715249,4.8962737 52.3715027,4.8961857 52.3715343,4.8961763 52.3715377,4.8962071 52.3715698,4.8961292 52.3715978)))",0
162,A,,1012DW,Oudezijds Achterburgwal,Amsterdam,A,1905,"Oudezijds Achterburgwal 162 A, 1012DW, Amsterdam",4.89646995,52.37133466,,0
162,D,,1012DW,Oudezijds Achterburgwal,Amsterdam,A,1905,"Oudezijds Achterburgwal 162 D, 1012DW, Amsterdam",4.89644565,52.37132066,,0
162,E,,1012DW,Oudezijds Achterburgwal,Amsterdam,A+,1905,"Oudezijds Achterburgwal 162 E, 1012DW, Amsterdam",4.89643338,52.37132596,,0
162,B,,1012DW,Oudezijds Achterburgwal,Amsterdam,A,1905,"Oudezijds Achterburgwal 162 B, 1012DW, Amsterdam",4.89645256,52.37132818,,0
162,C,,1012DW,Oudezijds Achterburgwal,Amsterdam,A,1905,"Oudezijds Achterburgwal 162 C, 1012DW, Amsterdam",4.89646134,52.37132286,,0
1,A,,1094JX,Eerste Atjehstraat,Amsterdam,C,1985,"Eerste Atjehstraat 1 A, 1094JX, Amsterdam",4.93209702,52.36243640,"MULTIPOLYGON (((4.9322555 52.3625521,4.9323024 52.3624537,4.9320706 52.3624071,4.9320221 52.3624975,4.9320184 52.3625044,4.9320732 52.3625154,4.932048 52.3625624,4.9321702 52.3625873,4.9321955 52.36254,4.9322555 52.3625521)))",0
33,,,1015NR,Eerste Anjeliersdwarsstraat,Amsterdam,A,1983,"Eerste Anjeliersdwarsstraat 33, 1015NR, Amsterdam",4.88360594,52.37792363,"MULTIPOLYGON (((4.883713 52.3779537,4.8837557 52.3778808,4.8836446 52.3778568,4.8836281 52.3778615,4.8835561 52.3779867,4.8836607 52.3780086,4.8836936 52.3779497,4.883713 52.3779537)))",0
31,,,1015NR,Eerste Anjeliersdwarsstraat,Amsterdam,C,1983,"Eerste Anjeliersdwarsstraat 31, 1015NR, Amsterdam",4.88360573,52.37794160,"MULTIPOLYGON (((4.883713 52.3779537,4.8837557 52.3778808,4.8836446 52.3778568,4.8836281 52.3778615,4.8835561 52.3779867,4.8836607 52.3780086,4.8836936 52.3779497,4.883713 52.3779537)))",0
29,,,1015NR,Eerste Anjeliersdwarsstraat,Amsterdam,B,1983,"Eerste Anjeliersdwarsstraat 29, 1015NR, Amsterdam",4.88359084,52.37795952,"MULTIPOLYGON (((4.883713 52.3779537,4.8837557 52.3778808,4.8836446 52.3778568,4.8836281 52.3778615,4.8835561 52.3779867,4.8836607 52.3780086,4.8836936 52.3779497,4.883713 52.3779537)))",0
27,,,1015NR,Eerste Anjeliersdwarsstraat,Amsterdam,C,1983,"Eerste Anjeliersdwarsstraat 27, 1015NR, Amsterdam",4.88357595,52.37797743,"MULTIPOLYGON (((4.883713 52.3779537,4.8837557 52.3778808,4.8836446 52.3778568,4.8836281 52.3778615,4.8835561 52.3779867,4.8836607 52.3780086,4.8836936 52.3779497,4.883713 52.3779537)))",0
25,,,1015NR,Eerste Anjeliersdwarsstraat,Amsterdam,C,1983,"Eerste Anjeliersdwarsstraat 25, 1015NR, Amsterdam",4.88363551,52.37790578,"MULTIPOLYGON (((4.883713 52.3779537,4.8837557 52.3778808,4.8836446 52.3778568,4.8836281 52.3778615,4.8835561 52.3779867,4.8836607 52.3780086,4.8836936 52.3779497,4.883713 52.3779537)))",0
18,,2,1015NR,Eerste Anjeliersdwarsstraat,Amsterdam,D,1930,"Eerste Anjeliersdwarsstraat 18 2, 1015NR, Amsterdam",4.88342920,52.37796782,"MULTIPOLYGON (((4.8834689 52.3779644,4.8833096 52.3779301,4.8832356 52.3779142,4.8832281 52.3779273,4.8832155 52.3779493,4.8834479 52.3779992,4.8834689 52.3779644)))",0
18,,H,1015NR,Eerste Anjeliersdwarsstraat,Amsterdam,D,1930,"Eerste Anjeliersdwarsstraat 18 H, 1015NR, Amsterdam",4.88342920,52.37796782,"MULTIPOLYGON (((4.8834689 52.3779644,4.8833096 52.3779301,4.8832356 52.3779142,4.8832281 52.3779273,4.8832155 52.3779493,4.8834479 52.3779992,4.8834689 52.3779644)))",0
7,,2,1015NR,Eerste Anjeliersdwarsstraat,Amsterdam,A,1916,"Eerste Anjeliersdwarsstraat 7 2, 1015NR, Amsterdam",4.88354526,52.37809414,"MULTIPOLYGON (((4.8836327 52.3781254,4.8836468 52.3781003,4.8835049 52.378075,4.8835043 52.3780756,4.8834203 52.3782216,4.8835625 52.3782513,4.8836033 52.378178,4.8836327 52.3781254)))",0
5,,1,1015NR,Eerste Anjeliersdwarsstraat,Amsterdam,B,1916,"Eerste Anjeliersdwarsstraat 5 1, 1015NR, Amsterdam",4.88351548,52.37812996,"MULTIPOLYGON (((4.8836327 52.3781254,4.8836468 52.3781003,4.8835049 52.378075,4.8835043 52.3780756,4.8834203 52.3782216,4.8835625 52.3782513,4.8836033 52.378178,4.8836327 52.3781254)))",0
3,,2,1015NR,Eerste Anjeliersdwarsstraat,Amsterdam,E,1916,"Eerste Anjeliersdwarsstraat 3 2, 1015NR, Amsterdam",4.88351497,52.37817490,"MULTIPOLYGON (((4.8836327 52.3781254,4.8836468 52.3781003,4.8835049 52.378075,4.8835043 52.3780756,4.8834203 52.3782216,4.8835625 52.3782513,4.8836033 52.378178,4.8836327 52.3781254)))",0
18,B,,1095BL,Eerste Ceramstraat,Amsterdam,A,1982,"Eerste Ceramstraat 18 B, 1095BL, Amsterdam",4.94045926,52.36302549,"MULTIPOLYGON (((4.9404525 52.3631241,4.9405726 52.3630507,4.9405773 52.3630536,4.9405885 52.3630536,4.9406016 52.363046,4.9406005 52.3630392,4.9405959 52.3630364,4.9406027 52.3630323,4.9404885 52.3629623,4.9404316 52.3629972,4.9403808 52.362966,4.9403126 52.3630077,4.9403634 52.3630388,4.9403045 52.3630748,4.9404188 52.3631448,4.9404284 52.3631388,4.9404327 52.3631415,4.9404446 52.3631413,4.9404572 52.3631346,4.9404574 52.3631271,4.9404525 52.3631241)))",0
18,A,,1095BL,Eerste Ceramstraat,Amsterdam,A,1982,"Eerste Ceramstraat 18 A, 1095BL, Amsterdam",4.94047394,52.36302554,"MULTIPOLYGON (((4.9404525 52.3631241,4.9405726 52.3630507,4.9405773 52.3630536,4.9405885 52.3630536,4.9406016 52.363046,4.9406005 52.3630392,4.9405959 52.3630364,4.9406027 52.3630323,4.9404885 52.3629623,4.9404316 52.3629972,4.9403808 52.362966,4.9403126 52.3630077,4.9403634 52.3630388,4.9403045 52.3630748,4.9404188 52.3631448,4.9404284 52.3631388,4.9404327 52.3631415,4.9404446 52.3631413,4.9404572 52.3631346,4.9404574 52.3631271,4.9404525 52.3631241)))",0
16,C,,1095BL,Eerste Ceramstraat,Amsterdam,A,1982,"Eerste Ceramstraat 16 C, 1095BL, Amsterdam",4.94035677,52.36299814,"MULTIPOLYGON (((4.9404525 52.3631241,4.9405726 52.3630507,4.9405773 52.3630536,4.9405885 52.3630536,4.9406016 52.363046,4.9406005 52.3630392,4.9405959 52.3630364,4.9406027 52.3630323,4.9404885 52.3629623,4.9404316 52.3629972,4.9403808 52.362966,4.9403126 52.3630077,4.9403634 52.3630388,4.9403045 52.3630748,4.9404188 52.3631448,4.9404284 52.3631388,4.9404327 52.3631415,4.9404446 52.3631413,4.9404572 52.3631346,4.9404574 52.3631271,4.9404525 52.3631241)))",0
16,B,,1095BL,Eerste Ceramstraat,Amsterdam,A,1982,"Eerste Ceramstraat 16 B, 1095BL, Amsterdam",4.94042954,52.36306133,"MULTIPOLYGON (((4.9404525 52.3631241,4.9405726 52.3630507,4.9405773 52.3630536,4.9405885 52.3630536,4.9406016 52.363046,4.9406005 52.3630392,4.9405959 52.3630364,4.9406027 52.3630323,4.9404885 52.3629623,4.9404316 52.3629972,4.9403808 52.362966,4.9403126 52.3630077,4.9403634 52.3630388,4.9403045 52.3630748,4.9404188 52.3631448,4.9404284 52.3631388,4.9404327 52.3631415,4.9404446 52.3631413,4.9404572 52.3631346,4.9404574 52.3631271,4.9404525 52.3631241)))",0
16,A,,1095BL,Eerste Ceramstraat,Amsterdam,A,1982,"Eerste Ceramstraat 16 A, 1095BL, Amsterdam",4.94044422,52.36306138,"MULTIPOLYGON (((4.9404525 52.3631241,4.9405726 52.3630507,4.9405773 52.3630536,4.9405885 52.3630536,4.9406016 52.363046,4.9406005 52.3630392,4.9405959 52.3630364,4.9406027 52.3630323,4.9404885 52.3629623,4.9404316 52.3629972,4.9403808 52.362966,4.9403126 52.3630077,4.9403634 52.3630388,4.9403045 52.3630748,4.9404188 52.3631448,4.9404284 52.3631388,4.9404327 52.3631415,4.9404446 52.3631413,4.9404572 52.3631346,4.9404574 52.3631271,4.9404525 52.3631241)))",0
14,,,1095BL,Eerste Ceramstraat,Amsterdam,B,1982,"Eerste Ceramstraat 14, 1095BL, Amsterdam",4.94039982,52.36309716,"MULTIPOLYGON (((4.9404525 52.3631241,4.9405726 52.3630507,4.9405773 52.3630536,4.9405885 52.3630536,4.9406016 52.363046,4.9406005 52.3630392,4.9405959 52.3630364,4.9406027 52.3630323,4.9404885 52.3629623,4.9404316 52.3629972,4.9403808 52.362966,4.9403126 52.3630077,4.9403634 52.3630388,4.9403045 52.3630748,4.9404188 52.3631448,4.9404284 52.3631388,4.9404327 52.3631415,4.9404446 52.3631413,4.9404572 52.3631346,4.9404574 52.3631271,4.9404525 52.3631241)))",0
10,,3,1095BL,Eerste Ceramstraat,Amsterdam,A,1913,"Eerste Ceramstraat 10 3, 1095BL, Amsterdam",4.94035523,52.36315092,"MULTIPOLYGON (((4.9403045 52.3630748,4.9403034 52.3630741,4.9402698 52.3630947,4.9402829 52.3631027,4.9402558 52.3631192,4.9403588 52.363182,4.9404191 52.3631453,4.9404188 52.3631448,4.9403045 52.3630748)))",0
10,,2,1095BL,Eerste Ceramstraat,Amsterdam,A,1913,"Eerste Ceramstraat 10 2, 1095BL, Amsterdam",4.94035523,52.36315092,"MULTIPOLYGON (((4.9403045 52.3630748,4.9403034 52.3630741,4.9402698 52.3630947,4.9402829 52.3631027,4.9402558 52.3631192,4.9403588 52.363182,4.9404191 52.3631453,4.9404188 52.3631448,4.9403045 52.3630748)))",0
10,,1,1095BL,Eerste Ceramstraat,Amsterdam,A,1913,"Eerste Ceramstraat 10 1, 1095BL, Amsterdam",4.94035523,52.36315092,"MULTIPOLYGON (((4.9403045 52.3630748,4.9403034 52.3630741,4.9402698 52.3630947,4.9402829 52.3631027,4.9402558 52.3631192,4.9403588 52.363182,4.9404191 52.3631453,4.9404188 52.3631448,4.9403045 52.3630748)))",0
10,,H,1095BL,Eerste Ceramstraat,Amsterdam,A,1913,"Eerste Ceramstraat 10 H, 1095BL, Amsterdam",4.94035523,52.36315092,"MULTIPOLYGON (((4.9403045 52.3630748,4.9403034 52.3630741,4.9402698 52.3630947,4.9402829 52.3631027,4.9402558 52.3631192,4.9403588 52.363182,4.9404191 52.3631453,4.9404188 52.3631448,4.9403045 52.3630748)))",0
8,,3,1095BL,Eerste Ceramstraat,Amsterdam,D,1913,"Eerste Ceramstraat 8 3, 1095BL, Amsterdam",4.94029615,52.36318665,"MULTIPOLYGON (((4.9403588 52.363182,4.9402558 52.3631192,4.9402288 52.3631357,4.9402157 52.3631277,4.9401855 52.3631465,4.9403 52.3632179,4.9403588 52.363182)))",0
8,,2,1095BL,Eerste Ceramstraat,Amsterdam,D,1913,"Eerste Ceramstraat 8 2, 1095BL, Amsterdam",4.94029615,52.36318665,"MULTIPOLYGON (((4.9403588 52.363182,4.9402558 52.3631192,4.9402288 52.3631357,4.9402157 52.3631277,4.9401855 52.3631465,4.9403 52.3632179,4.9403588 52.363182)))",0
8,,1,1095BL,Eerste Ceramstraat,Amsterdam,D,1913,"Eerste Ceramstraat 8 1, 1095BL, Amsterdam",4.94029615,52.36318665,"MULTIPOLYGON (((4.9403588 52.363182,4.9402558 52.3631192,4.9402288 52.3631357,4.9402157 52.3631277,4.9401855 52.3631465,4.9403 52.3632179,4.9403588 52.363182)))",0
8,,H,1095BL,Eerste Ceramstraat,Amsterdam,A,1913,"Eerste Ceramstraat 8 H, 1095BL, Amsterdam",4.94029615,52.36318665,"MULTIPOLYGON (((4.9403588 52.363182,4.9402558 52.3631192,4.9402288 52.3631357,4.9402157 52.3631277,4.9401855 52.3631465,4.9403 52.3632179,4.9403588 52.363182)))",0
7,,3,1095BK,Eerste Ceramstraat,Amsterdam,G,1913,"Eerste Ceramstraat 7 3, 1095BK, Amsterdam",4.94057408,52.36328656,"MULTIPOLYGON (((4.9406574 52.3633071,4.9405614 52.3632481,4.9405062 52.3632826,4.9406075 52.3633446,4.940636 52.3633272,4.9406302 52.3633237,4.9406574 52.3633071)))",0
7,,1,1095BK,Eerste Ceramstraat,Amsterdam,D,1913,"Eerste Ceramstraat 7 1, 1095BK, Amsterdam",4.94057408,52.36328656,"MULTIPOLYGON (((4.9406574 52.3633071,4.9405614 52.3632481,4.9405062 52.3632826,4.9406075 52.3633446,4.940636 52.3633272,4.9406302 52.3633237,4.9406574 52.3633071)))",0
7,,H,1095BK,Eerste Ceramstraat,Amsterdam,F,1913,"Eerste Ceramstraat 7 H, 1095BK, Amsterdam",4.94057408,52.36328656,"MULTIPOLYGON (((4.9406574 52.3633071,4.9405614 52.3632481,4.9405062 52.3632826,4.9406075 52.3633446,4.940636 52.3633272,4.9406302 52.3633237,4.9406574 52.3633071)))",0
6,,3,1095BL,Eerste Ceramstraat,Amsterdam,D,1913,"Eerste Ceramstraat 6 3, 1095BL, Amsterdam",4.94023706,52.36322238,"MULTIPOLYGON (((4.9403 52.3632179,4.9401855 52.3631465,4.9401547 52.3631656,4.9401677 52.3631736,4.9401407 52.36319,4.9402429 52.3632527,4.9403 52.3632179)))",1
6,,2,1095BL,Eerste Ceramstraat,Amsterdam,D,1913,"Eerste Ceramstraat 6 2, 1095BL, Amsterdam",4.94023706,52.36322238,"MULTIPOLYGON (((4.9403 52.3632179,4.9401855 52.3631465,4.9401547 52.3631656,4.9401677 52.3631736,4.9401407 52.36319,4.9402429 52.3632527,4.9403 52.3632179)))",1
6,,1,1095BL,Eerste Ceramstraat,Amsterdam,D,1913,"Eerste Ceramstraat 6 1, 1095BL, Amsterdam",4.94023706,52.36322238,"MULTIPOLYGON (((4.9403 52.3632179,4.9401855 52.3631465,4.9401547 52.3631656,4.9401677 52.3631736,4.9401407 52.36319,4.9402429 52.3632527,4.9403 52.3632179)))",1
6,,H,1095BL,Eerste Ceramstraat,Amsterdam,A,1913,"Eerste Ceramstraat 6 H, 1095BL, Amsterdam",4.94023706,52.36322238,"MULTIPOLYGON (((4.9403 52.3632179,4.9401855 52.3631465,4.9401547 52.3631656,4.9401677 52.3631736,4.9401407 52.36319,4.9402429 52.3632527,4.9403 52.3632179)))",1
5,,3,1095BK,Eerste Ceramstraat,Amsterdam,C,1912,"Eerste Ceramstraat 5 3, 1095BK, Amsterdam",4.94051509,52.36331330,"MULTIPOLYGON (((4.9406075 52.3633446,4.9405062 52.3632826,4.9404508 52.3633168,4.9405394 52.3633711,4.9405666 52.3633544,4.9405791 52.363362,4.9406075 52.3633446)))",0
5,,2,1095BK,Eerste Ceramstraat,Amsterdam,C,1930,"Eerste Ceramstraat 5 2, 1095BK, Amsterdam",4.94051509,52.36331330,"MULTIPOLYGON (((4.9406075 52.3633446,4.9405062 52.3632826,4.9404508 52.3633168,4.9405394 52.3633711,4.9405666 52.3633544,4.9405791 52.363362,4.9406075 52.3633446)))",0
5,,1,1095BK,Eerste Ceramstraat,Amsterdam,C,1912,"Eerste Ceramstraat 5 1, 1095BK, Amsterdam",4.94051509,52.36331330,"MULTIPOLYGON (((4.9406075 52.3633446,4.9405062 52.3632826,4.9404508 52.3633168,4.9405394 52.3633711,4.9405666 52.3633544,4.9405791 52.363362,4.9406075 52.3633446)))",0
4,,3,1095BL,Eerste Ceramstraat,Amsterdam,D,1912,"Eerste Ceramstraat 4 3, 1095BL, Amsterdam",4.94017798,52.36325811,"MULTIPOLYGON (((4.9402429 52.3632527,4.9401407 52.36319,4.9400854 52.3632237,4.9400965 52.3632393,4.9400953 52.36324,4.9401805 52.3632907,4.9402429 52.3632527)))",1
4,,2,1095BL,Eerste Ceramstraat,Amsterdam,D,1912,"Eerste Ceramstraat 4 2, 1095BL, Amsterdam",4.94017798,52.36325811,"MULTIPOLYGON (((4.9402429 52.3632527,4.9401407 52.36319,4.9400854 52.3632237,4.9400965 52.3632393,4.9400953 52.36324,4.9401805 52.3632907,4.9402429 52.3632527)))",1
4,,1,1095BL,Eerste Ceramstraat,Amsterdam,D,1912,"Eerste Ceramstraat 4 1, 1095BL, Amsterdam",4.94017798,52.36325811,"MULTIPOLYGON (((4.9402429 52.3632527,4.9401407 52.36319,4.9400854 52.3632237,4.9400965 52.3632393,4.9400953 52.36324,4.9401805 52.3632907,4.9402429 52.3632527)))",1
4,,H,1095BL,Eerste Ceramstraat,Amsterdam,C,1912,"Eerste Ceramstraat 4 H, 1095BL, Amsterdam",4.94017798,52.36325811,"MULTIPOLYGON (((4.9402429 52.3632527,4.9401407 52.36319,4.9400854 52.3632237,4.9400965 52.3632393,4.9400953 52.36324,4.9401805 52.3632907,4.9402429 52.3632527)))",1
3,,3,1095BK,Eerste Ceramstraat,Amsterdam,D,1913,"Eerste Ceramstraat 3 3, 1095BK, Amsterdam",4.94045591,52.36335802,"MULTIPOLYGON (((4.9405394 52.3633711,4.9404508 52.3633168,4.9403784 52.363361,4.9404476 52.3634034,4.9404543 52.3634076,4.9404746 52.3633952,4.940481 52.3633991,4.9405107 52.363381,4.9405169 52.3633848,4.9405394 52.3633711)))",0
